ID,Tipo,TextUser,Timer,Txtime
11,C/S,"Mi fortaleza son mis padres, ellos me apoyan en todos los casos y soy una persona tranquila y trabajadora. Debilidad: Soy una persona muy emocional que confía fácilmente en las personas y lloro porque todos me regañan y me enojo muy rápido luego puedo No controlar mi ira",9:54,1:25
10,C/I,"Fortalezas: compromiso para terminar el trabajo a tiempo, confianza, automotivación, buenas habilidades de persuasión y comunicación. Debilidades: equilibrio social con el trabajo, evito tomar riesgos que puedan llevar a perder oportunidades",13:54,3:45
5,I/C,"Mi fortaleza es que aprendo rápido y soy una persona motivada y dedicada. Mi debilidad es que confío fácilmente en los demás",5:68,3:0
0,D/I,"Mi fortaleza es que me dedico al trabajo. Soy flexible para manejar los cambios. Manejo las situaciones con facilidad sin pánico y soy confiable. Mi debilidad es que soy impaciente, sobrepensador, un poco introvertido y Estoy tratando de superar eso lentamente",8:14,1:34
4,I/S,"Soy una persona honesta, motivada y trabajadora con una actitud positiva hacia mi carrera y mi vida",11:45,1:23
11,C/S,"Fortaleza: Soy una persona muy trabajadora y motivada. Debilidad: No puedo controlar mi ira.",7:54,3:11
11,C/S,Fuerza: Soy una persona muy trabajadora y automotivada. Debilidad: No puedo controlar mi ira.,0:0,0:0
5,I/C,"Mi fortaleza es que aprendo rápido y soy una persona automotivada y dedicada. Mi debilidad confío fácilmente en los demás.",0:0,0:0
13,IS/DC,"Mi fortaleza es que soy automotivado, un buen oyente y tengo la capacidad de hacer el trabajo de manera adecuada y rápida. Mi debilidad es que me gusta la limpieza, así que a veces llego tarde si mi lugar no está limpio y despejado.",0:0,0:0
5,I/C,Mis puntos fuertes son que soy una persona muy trabajadora y tranquila que siempre está lista para aprender cosas nuevas. Debilidad: Soy una persona muy emocional que confía en las personas fácilmente.,0:0,0:0
5,I/C,"Fuerza: Soy una persona trabajadora, automotivada. Debilidad: Confío fácilmente en los demás.",0:0,0:0
6,S/D,"Mi fuerza es que, creo en mí mismo que lo que hago sucederá. Puedo ser fuerte en cualquier situación. Mi debilidad es emocional.",0:0,0:0
5,I/C, Hola. Mi fuerza es que soy una persona optimista. Mi debilidad es que confío fácilmente en los demás.,0:0,0:0
7,S/I,"Mis puntos fuertes son: soy una persona trabajadora y motivada. Debilidad Mi debilidad es pensar demasiado.",0:0,0:0
7,S/I,"Mi fortaleza son mis padres, me apoyan en todos los casos y aprendo rápido y puedo mantener a los pacientes en cualquier situación. Mi weekness es pensar demasiado, antes de terminar con mis obras pienso mucho esto me hace caer en la confusión.",0:0,0:0
0,D/I,"Creo que mi mayor fortaleza es la capacidad de resolver problemas de manera rápida y eficiente. Puedo ver cualquier situación dada desde múltiples perspectivas.",0:0,0:0
5,I/C,"Mis puntos fuertes son que soy una persona motivada y de rápido aprendizaje y mi debilidad confío fácilmente en las personas, pero trataré de superarlas.",0:0,0:0
1,D/S,"Mi fortaleza es que, siempre trato de hacer algo diferente hasta que llego a mi meta. La innovación es mi primera prioridad.",0:0,0:0
4,I/S,"Mis puntos fuertes son mis habilidades de comunicación, una persona automotivada y honesta, Mi debilidad es confiar fácilmente en cualquiera y, a veces, dudo en pedir ayuda.",0:0,0:0
6,S/D,Mi fortaleza es que podría adaptarme fácilmente a un nuevo entorno y mi actitud positiva hacia una situación crítica y lo que considero mi mayor fortaleza. Mi debilidad es que solía ser una persona de mal genio y superé esto a través del autocontrol y la meditacién.,0:0,0:0
11,C/S,"Mis fortalezas son: Soy un trabajador duro, honesto y automotivado. Mi debilidad es la falta de experiencia laboral en la vida real.",0:0,0:0
0,D/I,"Mi fortaleza es que soy un muy buen oyente, automotivado y trabajo bajo presión fácilmente. No creo que haya ningún tipo de debilidad dentro de mí. Si la encuentro, definitivamente trabajaré en eso.",0:0,0:0
9,C/D,"Mis puntos fuertes son, soy una persona automotivada, bien disciplinada e interactiva. Me gustan los desafíos y puedo socializar con personas con un sentido de adaptabilidad. Y llegando a mi debilidad, no tengo ninguna debilidad, y si tengo alguna, definitivamente trabajaré en ello.",0:0,0:0
9,C/D,"Mi mayor fortaleza es que soy una persona motivada, trabajadora y disciplinada.",0:0,0:0
13,IS/DC,"Fortalezas;  mi fuerza son mis habilidades de comunicación. Me encanta interactuar con diferentes personas y tengo la paciencia de escucharlas, pero muchas personas se acercan a mí para ayudarlas a tomar una decisión ya que creen que puedo analizar mejor las cosas. Debilidad: Mi debilidad es que confío en las personas muy fácilmente, pero a veces me duele porque me siento engañado muchas veces este hábito también me ayuda a hacer buenos amigos para toda la vida.",0:0,0:0
5,I/C,"Mis puntos fuertes son que soy una persona muy trabajadora y aprendo cualquier cosa rápidamente. Mi debilidad es que confío fácilmente en cualquiera.",0:0,0:0
6,S/D,"Sobre mi fortaleza, soy una persona optimista con habilidades de gestión del tiempo. Antes no podía completar mi tarea a tiempo. Hoy en día puedo usar aplicaciones de productividad y utilizar mi tiempo tanto como sea posible. Y mi mentalidad optimista me ayuda a tener esperanza en situaciones difíciles. Me guía a no rendirme.",0:0,0:0
9,C/D," Soy una persona físicamente fuerte, ya que me gustan las artes marciales y los deportes durante muchos años, también soy una persona con cualidades de liderazgo, buenas habilidades de comunicación, disciplina, puntual y un buen jugador de equipo. Mi debilidad es que soy una persona que piensa demasiado.",0:0,0:0
2,S/C,Fortaleza; es trabajar duro y ser leal a mi trabajo. Debilidad; es que a veces dudo en pedir ayuda.,0:0,0:0
12,DC/IS,"Bueno, mis fortalezas. son: 1. Soy una persona automotivada, bien disciplinada, interactiva y puedo socializar con personas con un gran sentido de adaptabilidad. 2. Puedo disfrutar de mi propia compañía y centrarme en el crecimiento personal. Y la debilidad es que a veces pienso demasiado y siento un complejo de inferioridad, pero para abordar eso he comenzado a meditar en lugar de compartir esto con otros, trabajo más para eliminar esto por completo.",0:0,0:0
2,D/C,"Fortalezas: Soy un trabajador duro y sincero, puedo trabajar de forma independiente y también soy un buen jugador, buena gestión del tiempo. Debilidad: Soy introvertido y temo hablar en público Pero ahora estoy tratando de superar eso y me estoy alejando de mi zona de confort para obtener los mejores resultados.",0:0,0:0
5,I/C,"Mi fuerza es la persona automotivada y honesta. Y mi debilidad es que confío en la gente fácilmente.",0:0,0:0
10,C/I,"Fortalezas: Soy una persona altamente organizada y motivada con excelentes habilidades de comunicación, resolución de problemas y gestión del tiempo. También soy un jugador de equipo y prospero en un entorno colaborativo. Debilidades: Puedo ser un perfeccionista a veces, lo que puede llevarme a ser demasiado crítico con mi propio trabajo. También soy un poco procrastinador, lo que puede llevar a sentirme abrumado. Para abordar esto, he estado trabajando en mejorar mis habilidades de gestión del tiempo y establecer objetivos más realistas.",0:0,0:0
2,D/C,Fuerza: Soy disciplinado y de rápido aprendizaje. Mantengo una buena relación con la gente. Soy una persona orientada a objetivos. Debilidad: Soy impaciente y siempre quiero ser perfecto. Dudo en pedir ayuda y tengo sentimientos encontrados.,0:0,0:0
11,C/S,"Mi fuerza es que me gusta hacer cualquier cosa y eso me está ayudando a una mejor versión de mí mismo. Llegando a mi debilidad; Soy una buena persona, así que creo que esta es mi debilidad porque confío en la gente fácilmente.",0:0,0:0
10,C/I,"Fuerza: Soy una persona responsable y positiva. Puedo manejar cualquier situación crítica y creo en mí mismo. Debilidad: Me concentro tanto en mi trabajo que necesito dejar más tiempo para poner las cosas en orden.",0:0,0:0
12,DC/IS,"Mi fortaleza es que apenas puedo trabajar hasta que no se logre el objetivo. La debilidad es hablar en público. Trabajo en ello y trato de superar esto.",0:0,0:0
10,C/I,Mi fuerza es que soy una persona responsable y positiva. Puedo superar cualquier situación crítica y creo en mí mismo. Mi debilidad es que soy una persona emocional. Puedo confiar fácilmente. Por eso a veces la gente me considera.,0:0,0:0
2,D/C,"Mi fortaleza es que aprendo rápido, siempre pienso de manera positiva, por eso soy una persona automotivada, trabajadora y aprendo de mis errores. Debilidades: son que soy demasiado emocional y intento puedo ser perfecto.",0:0,0:0
12,DC/IS,"Mi fortaleza es que soy una persona automotivada y honesta. Mi debilidad es mi falta de habilidades para hablar e interactuar con gente nueva poniéndome nerviosa. Definitivamente, superaré esto. Gracias.",0:0,0:0
4,I/S,"Mis puntos fuertes son que soy una persona inteligente y trabajadora. Estoy investigando un tiempo limitado y trabajando de manera más inteligente, pero estoy haciendo mi mejor esfuerzo al 100%, también soy un jugador de equipo entusiasta. Siempre estoy entusiasmado con cualquier tarea nueva. Mi debilidad es que puedo confiar fácilmente. Por eso a veces la gente me considera.",0:0,0:0
4,I/S,"Fuerza: Me gusta trabajar con grupos y descubrí que mi naturaleza colaborativa es mi mayor fortaleza, aparte de esto, soy una persona muy honesta. Debilidad: Confío fácilmente en las personas, pero trataré de superarlas.",0:0,0:0
2,D/C,"Mi fortaleza es que soy una persona de rápido aprendizaje, autodisciplinada y puntual. Siempre completo mi trabajo con precisión y antes de los plazos. Además, mis fortalezas son conocer mis debilidades y trabajar para mejorarlas. Una de mis debilidades es hablar en público, me siento muy cómodo cuando hago pequeñas reuniones con mi equipo, pero cuando presento una idea a un grupo grande me siento nervioso de que estoy trabajando para mejorar esta habilidad asistiendo a cursos y practicando más presentaciones.",0:0,0:0
13,IS/DC,Fuerza: La naturaleza amistosa es mi fortaleza si alguien está enojado conmigo para que pueda convencerlos de mi buena naturaleza. Debilidad: Mi debilidad es que siempre lloro por las cosas pequeñas.,0:0,0:0
10,C/I,"Fuerza: mi fortaleza es que soy una persona diligente, motivada y puntual. No necesito motivar a mi familia, es la mayor motivación para mí. Siempre llego temprano por la mañana y completo mi trabajo a tiempo. Mi trabajo anterior tenía mucho trabajo que me aseguro de completar mi trabajo antes de la fecha límite y con precisión. Debilidad: mi debilidad es que confío fícilmente en cualquier persona y mi naturaleza franca a veces es buena para mí, pero a veces tengo que sufrir me mete en problemas. Soy una persona más lenta, paso mucho tiempo en mi trabajo, lo que hace que sea más lento completar mi trabajo en comparación con otra persona porque realmente quiero hacer las cosas bien, a veces verificaré dos veces y verificaré tres veces documentos, archivos y correos electrónicos para asegurarme de que todo sea correcto y preciso.",0:0,0:0
0,D/I,Mi fortaleza es que creo en el trabajo duro y mi debilidad es que no quiero perder a mi madre.,0:0,0:0
6,S/D,"Mis fortalezas fuertes son que soy muy trabajador y de mente ágil. Algunos de mis amigos y padres son mi fortaleza. Debilidades: Cuando veo a un lisiado o a un mendigo, no puedo evitar emocionarme. Lo ayudo tanto como puedo.",0:0,0:0
10,C/I,"Soy una persona muy positiva, puedo manejar cualquier situación crítica y creo en mí mismo. Debilidad, soy pensador significativo 'y soy una persona muy emocional.",0:0,0:0
7,S/I,"Mis fortalezas son, soy una persona automotivada y estoy orientada a objetivos. Puedo adaptarme rápidamente a casi cualquier situación. Y solo me concentro en alcanzar mis metas. Y básicamente, mis debilidades son, tengo miedo de fallar, soy demasiado sensible sobre las cosas que empiezo a pensar demasiado y odio tanto ese sentimiento. Y también considero hablar en público como una de mis debilidades. Y siempre lloro mucho por las pequeñas cosas porque soy una persona introvertida.",0:0,0:0
10,C/I,Mi fortaleza es que soy una persona motivada y orientada a la carrera. Mi debilidad es que paso demasiado tiempo en un trabajo.,0:0,0:0
12,DC/IS,"Mis puntos fuertes son que soy una persona automotivada y orientada a objetivos. Mi debilidad es que trabajo mucho porque a veces no puedo pasar tiempo con mi familia, pero estoy tratando de superar esta debilidad que pasé tiempo con mi familia en vacaciones.",0:0,0:0
4,I/S,"Mis puntos fuertes son el pensamiento positivo, el trabajo en equipo y ser una persona habladora. Puedo hacer amigos fácilmente y puedo adaptarme a entornos cambiantes. Mis debilidades a veces son pensar más allá de la situación y al detalle orientado.",0:0,0:0
10,C/I,"Mis fortalezas son que me gusta aprender cosas nuevas que pueden ayudar a crecer en el futuro y también estoy motivado con eso siempre trato de pensar de manera positiva para obtener mejores resultados. Debilidad-> Pensar demasiado es una de las debilidades que encontré en mí mismo y practico la meditación para evitar pensar demasiado.",0:0,0:0
10,C/I,"Mi fortaleza es que aprendo rápido y tengo confianza. Mi debilidad es que me concentro en una cosa a la vez, y la falta de experiencia.",0:0,0:0
12,DC/IS,"Mi fortaleza es que soy un autodidacta, es decir, aprendo de mis errores. Mi debilidad es que no soy un buen orador público.",0:0,0:0
8,S/C,"Fuerza: Incluso después de fallar, tengo el potencial y la confianza para hacerlo mejor. Debilidad: doy muchas cosas por sentado.",0:0,0:0
12,DC/IS,"Mi fuerza es el trabajo duro y la consistencia, puedo mantenerme constante sin importar lo que pase. Mi debilidad es centrarme en mí mismo, por eso no tengo amigos.",0:0,0:0
6,S/D,Mi fortaleza es que estoy motivado y mantengo la paciencia en cualquier situación. Mi debilidad es que pienso mucho y soy emocional.,0:0,0:0
8,S/C,"Mi fuerza es la sonrisa en mi rostro ante cualquier situación de mi vida para derretir el miedo en mí y obtener la capacidad de enfrentarme. Mi debilidad es que cada vez que mi familia está en problemas entraré en pánico, pero trataré de superar todas esas cosas y saldré de ellas.",0:0,0:0
1,D/S,"Mi punto fuerte es aprender nuevos softwares fácilmente y puedo adaptarme en situaciones difíciles. Mi debilidad es que pierdo los estribos muy fácilmente.",0:0,0:0
1,D/S,"Mi fortaleza es hacer un trabajo duro y aumentar el valor de la empresa. Y la debilidad se cree fácilmente.",0:0,0:0
8,S/C,"Fortaleza:  Es trabajadora y leal a mi trabajo. Debilidad: Mi debilidad es pensar demasiado.",0:0,0:0
0,D/I,"Un individuo Eficiente es directo y asertivo, pero tiene poco o ningún interés en asuntos personales. Toman una visión objetiva y analítica y conducen hacia sus objetivos sin piedad e implacables. Necesitan ver resultados y están dispuestos a comprometer la calidad o los detalles para obtenerlos.",0:0,0:0
1,D/S,"Este tipo de persona siente la necesidad de estar activo todo el tiempo, y es impaciente con aquellos que no quieren o no pueden mantener su ritmo urgente. Reaccionan rápidamente a los nuevos desarrollos, pero nunca pierden de vista sus propios objetivos y ambiciones.",0:0,0:0
2,D/C,".Este tipo de persona se siente frustrada por las reglas y regulaciones. Prefieren seguir sus propias ideas y, a menudo, trabajan solos o en posiciones de autoridad aislada. Este subtítulo es común, por ejemplo, en los estilos emprendedores.",0:0,0:0
3,I/D,"La gente amable ama hablar: la comunicación es el elemento más fuerte de este estilo. Son sociables y extrovertidos, pero les resulta muy difícil concentrarse en tareas mundanas, y se distraen fácilmente de ese trabajo por la oportunidad de interacción social.",0:0,0:0
4,I/S,"Este es un subtítulo extrovertido y extrovertido que tiene mucho en común con la amabilidad, pero con la dimensión adicional de energía y ritmo. Este estilo animado muestra su interés en un tema muy fuertemente, y su naturaleza efusiva puede actuar como un factor de motivación para los demás.",0:0,0:0
5,I/C,"Los perfiles seguros de sí mismos representan personas que rara vez experimentan dudas y se sienten a gusto en casi cualquier situación social. Se mezclan fácilmente con extraños y no tienen miedo de iniciar el contacto social. A veces pueden volverse demasiado confiados, lo que los lleva a actuar impulsivamente",0:0,0:0
6,S/D,"Este estilo de persona tiene poco sentido de urgencia y un ritmo lento, lo que significa que pueden trabajar en situaciones que otros encontrarían repetitivas o aburridas. Son sumisos en estilo y listos para aceptar que hay algunas cosas que no pueden cambiar.",0:0,0:0
7,S/I,"Las personas reflexivas planifican sus palabras y acciones cuidadosamente y nunca actúan impulsivamente. Los plazos y otras limitaciones de tiempo son difíciles de tratar para este tipo de persona. Su ventaja, sin embargo, es la fiabilidad y estabilidad que aportan a su trabajo.",0:0,0:0
8,S/C,"Las personas persistentes lidian mal con el cambio. Una vez que se establecen dentro de un status quo, les resulta difícil salir de esto y adaptarse a una nueva situación. Harán lo que puedan para mantener su estado actual de cosas, mostrando gran lealtad y resistencia en defensa de su entorno actual y su círculo social.",0:0,0:0
9,C/D,"Este es la sub-característica clásica 'orientada a las reglas', que describe a una persona que necesita estar absolutamente segura de su posición y prefiere usar las regulaciones y los procedimientos establecidos como un marco para respaldar sus ideas. Este aspecto de su estilo personal se extiende a la necesidad de apoyo práctico de los gerentes, colegas y amigos, y por eso buscan mantener relaciones laborales positivas con los demás",0:0,0:0
10,C/I,"Este sub-caracteristica también se denomina a veces Precaución. El tipo de persona a quien se refiere odia cometer errores: revisan y vuelven a verificar su trabajo, y son propensos a corregir los errores de los demás, tanto si se les ha pedido como si no. Esta necesidad de certeza significa que nunca se arriesgarán a menos que sea absolutamente necesario. También son cautelosos en la comunicación, rara vez revelan más sobre sí mismos que un mínimo.",0:0,0:0
11,C/S,"Las personas de este tipo son muy conscientes de su entorno y de los cambios que tienen lugar dentro de él, en la medida en que a menudo notan puntos sutiles que otras personas pasan por alto o ignoran. En sí mismo, este es un factor positivo, pero tiene la consecuencia de que tienen un umbral de aburrimiento muy bajo y pueden distraerse fácilmente.",0:0,0:0
12,DC/IS,"Este tipo de persona cree en hacer las cosas bien, y rara vez tiene miedo de expresar su mente de manera sólida y directa. De todos los perfiles de DISC posibles, este estilo probablemente representa el menos próximo en asuntos personales o emocionales; Los individuos de este tipo tienden a ser remotos y algo aislados, prefiriendo mantener su propio consejo.",0:0,0:0
13,IS/DC,"una persona orientada hacia asuntos personales y la comprensión de otras personas. Tal individuo es confiado, cálido y amigable, pero no obstante, también es capaz de extender un oído comprensivo a los demás y está listo para ayudar con los problemas de los demás, si pueden. Estas son las razones por las que un perfil DISC con esta característica forma de U invertida se describe a menudo como un perfil Consejero.",0:0,0:0
11,C/S,"Mi punto fuerte es la puntualidad y la honestidad, pero a veces siento falta de confianza y me enojo rápidamente.",0:0,0:0
10,C/I,Mi fortaleza es que estoy motivado y creo en mí mismo para manejar diversas situaciones críticas y también soy un pensador práctico. Mi debilidad es que sobre todo tengo miedo al fracaso y me siento mal para realizar múltiples tareas.,0:0,0:0
11,C/S,"Mi fortaleza es que tengo confianza en mí mismo y enfrento cada situación muy fácilmente y atrapo palabras en un segundo. Mi debilidad - Soy una persona muy emocionada, pero estoy equivocado en algunas situaciones.",0:0,0:0
4,I/S,Mi fuerza es automotivada. Mi debilidad es confiar fácilmente en cualquiera.,0:0,0:0
11,C/S,Mi fortaleza es que soy una persona de disciplinada cada vez que mi desempeño es mejor. Considero que mi debilidad es mi debilidad es que soy una persona muy cofiadada y que me equivoco en algunas situaciones.,0:0,0:0
0,D/I,"Mis puntos fuertes: Nunca me abrocho el cinturón en ninguna situación. Mi debilidad: Confío en todos fácilmente.",0:0,0:0
1,D/S,"Mi fortaleza es que soy disciplinado. My debilidad es pensar demasiado, definitivamente superaré esto. Para superar mi pensamiento excesivo, hago meditación todos los días.",0:0,0:0
10,C/I,"Mi gran fortaleza es que aprendo o adopto entornos rápidamente y mi debilidad es que odio perder y fracasar.",0:0,0:0
5,I/C,"Mi fuerza incluye jugar con mi hermano, que tiene una gran resistencia, resistencia y una mente propia. Mi debilidad incluye jugar con mi hermano severamente, eventualmente, me canso.",0:0,0:0
0,D/I,Mis puntos fuertes son la adorabilidad y el trabajo bajo presión y conocer mi debilidad y trabajar en ella también mi fuerza. Mi debilidad es confiar fácilmente en la gente.,0:0,0:0
0,D/I,"Mis puntos fuertes son la adaptabilidad, nunca me abrocho el cinturón bajo ninguna presión. Mi debilidad es que puedo confiar en las personas muy fácilmente y trataré de superar mi debilidad.",0:0,0:0
7,S/I,Fuerza: Aprendiz rápido y persona automotivada. Debilidad: Mi debilidad es pensar demasiado.,0:0,0:0
0,D/I,"Mis fortalezas son pensar, trabajar rápido y aprender. Mi debilidad es confiar fácilmente en todos.",0:0,0:0
3,I/D,"Creo que mi mayor fortalez es que soy extrovertida y le caigo bien a la gente y mi debilidad es que en veces soy muy confiada siempre creo que tendre éxito en lo que haré sin importar lo que sea, pero en ocaciones me equivoco.",1:8,1:48

